Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1620572292,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1620572293,39,,Aggregated,0.000000,0.000000,3,3,3,3,11,11,11,11,11,11,11,6,6,3,3.978819353505969,2.086563967168331,11.414056178182364,0.0
1620572294,40,,Aggregated,0.000000,0.000000,3,3,5,5,11,11,11,11,11,11,11,7,7,3,4.1140716057270765,2.086563967168331,11.414056178182364,0.0
1620572295,40,,Aggregated,0.000000,0.000000,3,3,5,5,11,11,11,11,11,11,11,8,8,3,3.840331395622343,1.9241499248892069,11.414056178182364,0.0
1620572296,40,,Aggregated,6.000000,6.000000,3,3,3,5,11,11,11,11,11,11,11,9,9,3,3.698783667965068,1.9241499248892069,11.414056178182364,0.0
1620572297,40,,Aggregated,3.500000,3.500000,3,3,3,5,11,11,11,11,11,11,11,10,10,3,3.540973993949592,1.9241499248892069,11.414056178182364,0.0
1620572298,40,,Aggregated,2.666667,2.666667,3,3,3,3,5,11,11,11,11,11,11,11,11,3,3.3903914419087497,1.8845659215003252,11.414056178182364,0.0
1620572299,40,,Aggregated,2.250000,2.250000,3,3,3,3,5,11,11,11,11,11,11,12,12,3,3.3678728311012187,1.8845659215003252,11.414056178182364,0.0
1620572300,40,,Aggregated,2.000000,2.000000,3,3,3,3,5,11,11,11,11,11,11,13,13,3,3.2916646988059464,1.8845659215003252,11.414056178182364,0.0
1620572301,40,,Aggregated,1.833333,1.833333,3,3,3,3,5,11,11,11,11,11,11,14,14,3,3.2549491484782527,1.8845659215003252,11.414056178182364,0.0
1620572302,40,,Aggregated,1.714286,1.714286,3,3,3,3,5,11,11,11,11,11,11,15,15,3,3.1818163270751634,1.8845659215003252,11.414056178182364,0.0
